,holding
2014-04-14,"[('AAL', 35.400001525878906, 0), ('ABMD', 24.639999389648438, 0), ('ABMD', 24.639999389648438, 0), ('AES', 14.260000228881836, 0), ('AKAM', 54.29999923706055, 0), ('BBY', 24.479999542236328, 0), ('BBY', 24.479999542236328, 0), ('BKNG', 1208.3599853515625, 0), ('DD', 69.34170532226562, 0), ('EQIX', 178.97000122070312, 0), ('EXPE', 72.45999908447266, 0), ('F', 16.0, 0), ('FITB', 20.950000762939453, 0), ('GLW', 21.040000915527344, 0), ('GLW', 21.040000915527344, 0), ('ILMN', 135.4499969482422, 0), ('INCY', 44.540000915527344, 0), ('IP', 42.454872131347656, 0), ('LVS', 76.45999908447266, 0), ('MGM', 23.959999084472656, 0), ('MGM', 23.959999084472656, 0), ('PHM', 18.709999084472656, 0), ('PHM', 18.709999084472656, 0), ('PWR', 36.63999938964844, 0), ('SBAC', 91.16999816894531, 0), ('TXT', 39.540000915527344, 0), ('TXT', 39.540000915527344, 0), ('UAL', 43.54999923706055, 0), ('VRSN', 50.65999984741211, 0), ('VRTX', 64.16999816894531, 0), ('VRTX', 64.16999816894531, 0), ('WMB', 41.790000915527344, 0)]"
2014-04-21,"[('AAL', 36.0, 0), ('ABMD', 24.690000534057617, 0), ('ABMD', 24.690000534057617, 0), ('AES', 14.4399995803833, 0), ('AKAM', 52.029998779296875, 0), ('BBY', 24.3799991607666, 0), ('BBY', 24.3799991607666, 0), ('BKNG', 1157.239990234375, 0), ('DD', 69.02857971191406, 0), ('EQIX', 180.1999969482422, 0), ('EXPE', 69.41000366210938, 0), ('F', 15.779999732971191, 0), ('FITB', 20.75, 0), ('GLW', 20.739999771118164, 0), ('GLW', 20.739999771118164, 0), ('ILMN', 139.7100067138672, 0), ('INCY', 45.40999984741211, 0), ('IP', 42.6136360168457, 0), ('LVS', 77.0, 0), ('MGM', 23.65999984741211, 0), ('MGM', 23.65999984741211, 0), ('PHM', 18.440000534057617, 0), ('PHM', 18.440000534057617, 0), ('PWR', 35.20000076293945, 0), ('SBAC', 89.93000030517578, 0), ('TXT', 39.2599983215332, 0), ('TXT', 39.2599983215332, 0), ('UAL', 39.40999984741211, 0), ('VRSN', 47.150001525878906, 0), ('VRTX', 64.19000244140625, 0), ('VRTX', 64.19000244140625, 0), ('WMB', 41.2599983215332, 0)]"
2014-04-28,"[('AAL', 36.4900016784668, 0), ('ABMD', 22.709999084472656, 0), ('ABMD', 22.709999084472656, 0), ('AES', 14.329999923706055, 0), ('AKAM', 53.18000030517578, 0), ('BBY', 26.149999618530273, 0), ('BBY', 26.149999618530273, 0), ('BKNG', 1179.9300537109375, 0), ('DD', 69.29900360107422, 0), ('EQIX', 186.8300018310547, 0), ('EXPE', 71.1500015258789, 0), ('F', 15.899999618530273, 0), ('FITB', 20.559999465942383, 0), ('GLW', 20.989999771118164, 0), ('GLW', 20.989999771118164, 0), ('ILMN', 139.16000366210938, 0), ('INCY', 51.61000061035156, 0), ('IP', 42.856449127197266, 0), ('LVS', 80.5999984741211, 0), ('MGM', 26.489999771118164, 0), ('MGM', 26.489999771118164, 0), ('PHM', 18.709999084472656, 0), ('PHM', 18.709999084472656, 0), ('PWR', 34.630001068115234, 0), ('SBAC', 94.88999938964844, 0), ('TXT', 39.04999923706055, 0), ('TXT', 39.04999923706055, 0), ('UAL', 40.720001220703125, 0), ('VRSN', 48.41999816894531, 0), ('VRTX', 66.37000274658203, 0), ('VRTX', 66.37000274658203, 0), ('WMB', 42.84000015258789, 0)]"
2014-05-05,"[('AAL', 38.2599983215332, 0), ('ABMD', 21.59000015258789, 0), ('ABMD', 21.59000015258789, 0), ('AES', 14.039999961853027, 0), ('AKAM', 52.81999969482422, 0), ('BBY', 25.920000076293945, 0), ('BBY', 25.920000076293945, 0), ('BKNG', 1135.9100341796875, 0), ('DD', 70.12450408935547, 0), ('EQIX', 190.60000610351562, 0), ('EXPE', 68.6500015258789, 0), ('F', 15.770000457763672, 0), ('FITB', 20.549999237060547, 0), ('GLW', 20.739999771118164, 0), ('GLW', 20.739999771118164, 0), ('ILMN', 143.3300018310547, 0), ('INCY', 52.08000183105469, 0), ('IP', 43.65026092529297, 0), ('LVS', 74.68000030517578, 0), ('MGM', 24.34000015258789, 0), ('MGM', 24.34000015258789, 0), ('PHM', 18.31999969482422, 0), ('PHM', 18.31999969482422, 0), ('PWR', 33.54999923706055, 0), ('SBAC', 97.19999694824219, 0), ('TXT', 38.459999084472656, 0), ('TXT', 38.459999084472656, 0), ('UAL', 40.15999984741211, 0), ('VRSN', 47.93000030517578, 0), ('VRTX', 65.05000305175781, 0), ('VRTX', 65.05000305175781, 0), ('WMB', 43.689998626708984, 0)]"
2014-05-12,"[('AAL', 38.529998779296875, 0), ('ABMD', 21.5, 0), ('ABMD', 21.5, 0), ('AES', 14.220000267028809, 0), ('AKAM', 53.33000183105469, 0), ('BBY', 25.489999771118164, 0), ('BBY', 25.489999771118164, 0), ('BKNG', 1137.1600341796875, 0), ('DD', 69.71175384521484, 0), ('EQIX', 195.27000427246094, 0), ('EXPE', 69.94000244140625, 0), ('F', 15.760000228881836, 0), ('FITB', 20.030000686645508, 0), ('GLW', 20.950000762939453, 0), ('GLW', 20.950000762939453, 0), ('ILMN', 144.02000427246094, 0), ('INCY', 49.59000015258789, 0), ('IP', 43.49149703979492, 0), ('LVS', 73.16000366210938, 0), ('MGM', 23.899999618530273, 0), ('MGM', 23.899999618530273, 0), ('PHM', 18.84000015258789, 0), ('PHM', 18.84000015258789, 0), ('PWR', 32.810001373291016, 0), ('SBAC', 100.19000244140625, 0), ('TXT', 39.220001220703125, 0), ('TXT', 39.220001220703125, 0), ('UAL', 40.5099983215332, 0), ('VRSN', 48.2599983215332, 0), ('VRTX', 65.02999877929688, 0), ('VRTX', 65.02999877929688, 0), ('WMB', 45.599998474121094, 0)]"
2014-05-19,"[('AAL', 39.11000061035156, 0), ('ABMD', 21.100000381469727, 0), ('ABMD', 21.100000381469727, 0), ('AES', 13.609999656677246, 0), ('AKAM', 53.650001525878906, 0), ('BBY', 27.010000228881836, 0), ('BBY', 27.010000228881836, 0), ('BKNG', 1197.1199951171875, 0), ('DD', 72.13130950927734, 0), ('EQIX', 196.41000366210938, 0), ('EXPE', 71.38999938964844, 0), ('F', 16.020000457763672, 0), ('FITB', 20.540000915527344, 0), ('GLW', 21.329999923706055, 0), ('GLW', 21.329999923706055, 0), ('ILMN', 159.1999969482422, 0), ('INCY', 47.09000015258789, 0), ('IP', 43.67827606201172, 0), ('LVS', 74.9000015258789, 0), ('MGM', 25.06999969482422, 0), ('MGM', 25.06999969482422, 0), ('PHM', 19.700000762939453, 0), ('PHM', 19.700000762939453, 0), ('PWR', 33.20000076293945, 0), ('SBAC', 100.5999984741211, 0), ('TXT', 38.779998779296875, 0), ('TXT', 38.779998779296875, 0), ('UAL', 43.56999969482422, 0), ('VRSN', 49.91999816894531, 0), ('VRTX', 71.04000091552734, 0), ('VRTX', 71.04000091552734, 0), ('WMB', 46.869998931884766, 0)]"
2014-05-26,"[('AAL', 40.15999984741211, 0), ('ABMD', 22.799999237060547, 0), ('ABMD', 22.799999237060547, 0), ('AES', 14.100000381469727, 0), ('AKAM', 54.34000015258789, 0), ('BBY', 27.65999984741211, 0), ('BBY', 27.65999984741211, 0), ('BKNG', 1278.6300048828125, 0), ('DD', 74.18081665039062, 0), ('EQIX', 198.75, 0), ('EXPE', 73.30000305175781, 0), ('F', 16.440000534057617, 0), ('FITB', 20.690000534057617, 0), ('GLW', 21.299999237060547, 0), ('GLW', 21.299999237060547, 0), ('ILMN', 158.25, 0), ('INCY', 49.54999923706055, 0), ('IP', 44.48142623901367, 0), ('LVS', 76.5199966430664, 0), ('MGM', 25.75, 0), ('MGM', 25.75, 0), ('PHM', 19.559999465942383, 0), ('PHM', 19.559999465942383, 0), ('PWR', 33.95000076293945, 0), ('SBAC', 101.5, 0), ('TXT', 39.220001220703125, 0), ('TXT', 39.220001220703125, 0), ('UAL', 44.369998931884766, 0), ('VRSN', 50.08000183105469, 0), ('VRTX', 72.26000213623047, 0), ('VRTX', 72.26000213623047, 0), ('WMB', 46.959999084472656, 0)]"
2014-06-02,"[('AAL', 43.880001068115234, 0), ('ABMD', 23.389999389648438, 0), ('ABMD', 23.389999389648438, 0), ('AES', 14.460000038146973, 0), ('AKAM', 57.470001220703125, 0), ('BBY', 29.030000686645508, 0), ('BBY', 29.030000686645508, 0), ('BKNG', 1238.0799560546875, 0), ('DD', 75.61832427978516, 0), ('EQIX', 201.97999572753906, 0), ('EXPE', 75.08999633789062, 0), ('F', 17.079999923706055, 0), ('FITB', 21.329999923706055, 0), ('GLW', 21.56999969482422, 0), ('GLW', 21.56999969482422, 0), ('ILMN', 168.9499969482422, 0), ('INCY', 52.15999984741211, 0), ('IP', 44.724239349365234, 0), ('LVS', 74.44999694824219, 0), ('MGM', 25.139999389648438, 0), ('MGM', 25.139999389648438, 0), ('PHM', 20.1299991607666, 0), ('PHM', 20.1299991607666, 0), ('PWR', 34.599998474121094, 0), ('SBAC', 100.43000030517578, 0), ('TXT', 40.18000030517578, 0), ('TXT', 40.18000030517578, 0), ('UAL', 48.04999923706055, 0), ('VRSN', 51.04999923706055, 0), ('VRTX', 73.48999786376953, 0), ('VRTX', 73.48999786376953, 0), ('WMB', 47.72999954223633, 0)]"
2014-06-09,"[('AAL', 40.380001068115234, 0), ('ABMD', 22.950000762939453, 0), ('ABMD', 22.950000762939453, 0), ('AES', 14.199999809265137, 0), ('AKAM', 58.84000015258789, 0), ('BBY', 28.639999389648438, 0), ('BBY', 28.639999389648438, 0), ('BKNG', 1189.300048828125, 0), ('DD', 74.57933807373047, 0), ('EQIX', 206.0399932861328, 0), ('EXPE', 74.26000213623047, 0), ('F', 16.559999465942383, 0), ('FITB', 21.3700008392334, 0), ('GLW', 21.200000762939453, 0), ('GLW', 21.200000762939453, 0), ('ILMN', 170.52999877929688, 0), ('INCY', 53.810001373291016, 0), ('IP', 44.90167999267578, 0), ('LVS', 73.7699966430664, 0), ('MGM', 24.899999618530273, 0), ('MGM', 24.899999618530273, 0), ('PHM', 19.420000076293945, 0), ('PHM', 19.420000076293945, 0), ('PWR', 33.90999984741211, 0), ('SBAC', 98.16000366210938, 0), ('TXT', 39.400001525878906, 0), ('TXT', 39.400001525878906, 0), ('UAL', 42.779998779296875, 0), ('VRSN', 50.810001373291016, 0), ('VRTX', 73.48999786376953, 0), ('VRTX', 73.48999786376953, 0), ('WMB', 47.18000030517578, 0)]"
2014-06-16,"[('AAL', 44.54999923706055, 0), ('ABMD', 23.389999389648438, 0), ('ABMD', 23.389999389648438, 0), ('AES', 15.260000228881836, 0), ('AKAM', 61.220001220703125, 0), ('BBY', 28.309999465942383, 0), ('BBY', 28.309999465942383, 0), ('BKNG', 1203.1700439453125, 0), ('DD', 74.67896270751953, 0), ('EQIX', 209.1999969482422, 0), ('EXPE', 78.31999969482422, 0), ('F', 16.670000076293945, 0), ('FITB', 21.59000015258789, 0), ('GLW', 21.850000381469727, 0), ('GLW', 21.850000381469727, 0), ('ILMN', 175.02000427246094, 0), ('INCY', 56.38999938964844, 0), ('IP', 45.75152587890625, 0), ('LVS', 75.37000274658203, 0), ('MGM', 25.399999618530273, 0), ('MGM', 25.399999618530273, 0), ('PHM', 19.649999618530273, 0), ('PHM', 19.649999618530273, 0), ('PWR', 34.779998779296875, 0), ('SBAC', 98.69000244140625, 0), ('TXT', 39.720001220703125, 0), ('TXT', 39.720001220703125, 0), ('UAL', 43.65999984741211, 0), ('VRSN', 50.779998779296875, 0), ('VRTX', 64.95999908447266, 0), ('VRTX', 64.95999908447266, 0), ('WMB', 57.65999984741211, 0)]"
2014-06-23,"[('AAL', 44.0, 0), ('ABMD', 24.600000381469727, 0), ('ABMD', 24.600000381469727, 0), ('AES', 15.529999732971191, 0), ('AKAM', 61.0099983215332, 0), ('BBY', 31.040000915527344, 0), ('BBY', 31.040000915527344, 0), ('BKNG', 1205.469970703125, 0), ('DD', 73.45494842529297, 0), ('EQIX', 210.11000061035156, 0), ('EXPE', 78.94999694824219, 0), ('F', 17.280000686645508, 0), ('FITB', 21.260000228881836, 0), ('GLW', 22.0, 0), ('GLW', 22.0, 0), ('ILMN', 172.6999969482422, 0), ('INCY', 55.52000045776367, 0), ('IP', 45.80755615234375, 0), ('LVS', 75.91999816894531, 0), ('MGM', 26.40999984741211, 0), ('MGM', 26.40999984741211, 0), ('PHM', 20.079999923706055, 0), ('PHM', 20.079999923706055, 0), ('PWR', 34.7599983215332, 0), ('SBAC', 101.63999938964844, 0), ('TXT', 38.810001373291016, 0), ('TXT', 38.810001373291016, 0), ('UAL', 41.4900016784668, 0), ('VRSN', 48.7599983215332, 0), ('VRTX', 93.7699966430664, 0), ('VRTX', 93.7699966430664, 0), ('WMB', 58.560001373291016, 0)]"
2014-06-30,"[('AAL', 41.619998931884766, 0), ('ABMD', 25.670000076293945, 0), ('ABMD', 25.670000076293945, 0), ('AES', 15.460000038146973, 0), ('AKAM', 62.0099983215332, 0), ('BBY', 32.099998474121094, 0), ('BBY', 32.099998474121094, 0), ('BKNG', 1243.1199951171875, 0), ('DD', 74.08119201660156, 0), ('EQIX', 212.99000549316406, 0), ('EXPE', 82.20999908447266, 0), ('F', 17.31999969482422, 0), ('FITB', 21.6299991607666, 0), ('GLW', 22.329999923706055, 0), ('GLW', 22.329999923706055, 0), ('ILMN', 182.86000061035156, 0), ('INCY', 55.619998931884766, 0), ('IP', 47.39583206176758, 0), ('LVS', 77.94000244140625, 0), ('MGM', 26.84000015258789, 0), ('MGM', 26.84000015258789, 0), ('PHM', 20.329999923706055, 0), ('PHM', 20.329999923706055, 0), ('PWR', 35.470001220703125, 0), ('SBAC', 101.7300033569336, 0), ('TXT', 38.33000183105469, 0), ('TXT', 38.33000183105469, 0), ('UAL', 39.880001068115234, 0), ('VRSN', 50.20000076293945, 0), ('VRTX', 98.80000305175781, 0), ('VRTX', 98.80000305175781, 0), ('WMB', 58.11000061035156, 0)]"
2014-07-07,"[('AAL', 42.880001068115234, 0), ('ABMD', 24.920000076293945, 0), ('ABMD', 24.920000076293945, 0), ('AES', 15.40999984741211, 0), ('AKAM', 59.900001525878906, 0), ('BBY', 29.889999389648438, 0), ('BBY', 29.889999389648438, 0), ('BKNG', 1214.9200439453125, 0), ('DD', 73.44071960449219, 0), ('EQIX', 211.41000366210938, 0), ('EXPE', 79.7300033569336, 0), ('F', 17.469999313354492, 0), ('FITB', 21.43000030517578, 0), ('GLW', 21.690000534057617, 0), ('GLW', 21.690000534057617, 0), ('ILMN', 176.63999938964844, 0), ('INCY', 50.83000183105469, 0), ('IP', 47.414772033691406, 0), ('LVS', 74.5999984741211, 0), ('MGM', 25.549999237060547, 0), ('MGM', 25.549999237060547, 0), ('PHM', 19.739999771118164, 0), ('PHM', 19.739999771118164, 0), ('PWR', 34.83000183105469, 0), ('SBAC', 103.63999938964844, 0), ('TXT', 37.88999938964844, 0), ('TXT', 37.88999938964844, 0), ('UAL', 45.70000076293945, 0), ('VRSN', 49.2599983215332, 0), ('VRTX', 99.06999969482422, 0), ('VRTX', 99.06999969482422, 0), ('WMB', 58.209999084472656, 0)]"
2014-07-14,"[('AAL', 42.91999816894531, 0), ('ABMD', 24.940000534057617, 0), ('ABMD', 24.940000534057617, 0), ('AES', 15.1899995803833, 0), ('AKAM', 59.2400016784668, 0), ('BBY', 30.09000015258789, 0), ('BBY', 30.09000015258789, 0), ('BKNG', 1212.780029296875, 0), ('DD', 73.56880950927734, 0), ('EQIX', 210.6699981689453, 0), ('EXPE', 78.79000091552734, 0), ('F', 17.719999313354492, 0), ('FITB', 20.450000762939453, 0), ('GLW', 21.829999923706055, 0), ('GLW', 21.829999923706055, 0), ('ILMN', 174.0500030517578, 0), ('INCY', 47.349998474121094, 0), ('IP', 47.064395904541016, 0), ('LVS', 72.83999633789062, 0), ('MGM', 25.520000457763672, 0), ('MGM', 25.520000457763672, 0), ('PHM', 19.489999771118164, 0), ('PHM', 19.489999771118164, 0), ('PWR', 35.099998474121094, 0), ('SBAC', 103.98999786376953, 0), ('TXT', 38.7599983215332, 0), ('TXT', 38.7599983215332, 0), ('UAL', 44.25, 0), ('VRSN', 49.41999816894531, 0), ('VRTX', 97.19999694824219, 0), ('VRTX', 97.19999694824219, 0), ('WMB', 58.220001220703125, 0)]"
2014-07-21,"[('AAL', 41.68000030517578, 0), ('ABMD', 26.290000915527344, 0), ('ABMD', 26.290000915527344, 0), ('AES', 15.09000015258789, 0), ('AKAM', 59.709999084472656, 0), ('BBY', 31.030000686645508, 0), ('BBY', 31.030000686645508, 0), ('BKNG', 1227.780029296875, 0), ('DD', 76.44381713867188, 0), ('EQIX', 218.00999450683594, 0), ('EXPE', 79.66999816894531, 0), ('F', 17.6200008392334, 0), ('FITB', 21.18000030517578, 0), ('GLW', 22.020000457763672, 0), ('GLW', 22.020000457763672, 0), ('ILMN', 171.02999877929688, 0), ('INCY', 47.29999923706055, 0), ('IP', 47.272727966308594, 0), ('LVS', 73.13999938964844, 0), ('MGM', 26.389999389648438, 0), ('MGM', 26.389999389648438, 0), ('PHM', 18.729999542236328, 0), ('PHM', 18.729999542236328, 0), ('PWR', 34.88999938964844, 0), ('SBAC', 103.22000122070312, 0), ('TXT', 37.630001068115234, 0), ('TXT', 37.630001068115234, 0), ('UAL', 46.779998779296875, 0), ('VRSN', 55.59000015258789, 0), ('VRTX', 95.75, 0), ('VRTX', 95.75, 0), ('WMB', 58.20000076293945, 0)]"
2014-07-28,"[('AAL', 39.43000030517578, 0), ('ABMD', 25.68000030517578, 0), ('ABMD', 25.68000030517578, 0), ('AES', 14.699999809265137, 0), ('AKAM', 57.09000015258789, 0), ('BBY', 29.170000076293945, 0), ('BBY', 29.170000076293945, 0), ('BKNG', 1245.9000244140625, 0), ('DD', 72.54405975341797, 0), ('EQIX', 211.3800048828125, 0), ('EXPE', 84.45999908447266, 0), ('F', 16.809999465942383, 0), ('FITB', 20.0, 0), ('GLW', 19.8799991607666, 0), ('GLW', 19.8799991607666, 0), ('ILMN', 160.8699951171875, 0), ('INCY', 46.93000030517578, 0), ('IP', 44.933712005615234, 0), ('LVS', 72.72000122070312, 0), ('MGM', 26.260000228881836, 0), ('MGM', 26.260000228881836, 0), ('PHM', 17.639999389648438, 0), ('PHM', 17.639999389648438, 0), ('PWR', 33.83000183105469, 0), ('SBAC', 106.16999816894531, 0), ('TXT', 36.20000076293945, 0), ('TXT', 36.20000076293945, 0), ('UAL', 46.72999954223633, 0), ('VRSN', 53.20000076293945, 0), ('VRTX', 87.52999877929688, 0), ('VRTX', 87.52999877929688, 0), ('WMB', 55.54999923706055, 0)]"
2014-08-04,"[('AAL', 37.18000030517578, 0), ('ABMD', 25.329999923706055, 0), ('ABMD', 25.329999923706055, 0), ('AES', 14.75, 0), ('AKAM', 57.52000045776367, 0), ('BBY', 29.65999984741211, 0), ('BBY', 29.65999984741211, 0), ('BKNG', 1281.56005859375, 0), ('DD', 74.40853881835938, 0), ('EQIX', 210.39999389648438, 0), ('EXPE', 82.55000305175781, 0), ('F', 17.09000015258789, 0), ('FITB', 19.670000076293945, 0), ('GLW', 19.940000534057617, 0), ('GLW', 19.940000534057617, 0), ('ILMN', 167.4499969482422, 0), ('INCY', 47.68000030517578, 0), ('IP', 45.47348403930664, 0), ('LVS', 68.12999725341797, 0), ('MGM', 24.729999542236328, 0), ('MGM', 24.729999542236328, 0), ('PHM', 18.06999969482422, 0), ('PHM', 18.06999969482422, 0), ('PWR', 33.77000045776367, 0), ('SBAC', 110.48999786376953, 0), ('TXT', 37.310001373291016, 0), ('TXT', 37.310001373291016, 0), ('UAL', 42.95000076293945, 0), ('VRSN', 54.619998931884766, 0), ('VRTX', 86.41999816894531, 0), ('VRTX', 86.41999816894531, 0), ('WMB', 56.25, 0)]"
2014-08-11,"[('AAL', 39.189998626708984, 0), ('ABMD', 24.8799991607666, 0), ('ABMD', 24.8799991607666, 0), ('AES', 14.8100004196167, 0), ('AKAM', 59.65999984741211, 0), ('BBY', 29.190000534057617, 0), ('BBY', 29.190000534057617, 0), ('BKNG', 1270.1199951171875, 0), ('DD', 74.03849029541016, 0), ('EQIX', 216.9499969482422, 0), ('EXPE', 85.37000274658203, 0), ('F', 17.309999465942383, 0), ('FITB', 19.729999542236328, 0), ('GLW', 20.15999984741211, 0), ('GLW', 20.15999984741211, 0), ('ILMN', 168.57000732421875, 0), ('INCY', 51.36000061035156, 0), ('IP', 44.810604095458984, 0), ('LVS', 68.41999816894531, 0), ('MGM', 25.040000915527344, 0), ('MGM', 25.040000915527344, 0), ('PHM', 18.270000457763672, 0), ('PHM', 18.270000457763672, 0), ('PWR', 34.59000015258789, 0), ('SBAC', 108.56999969482422, 0), ('TXT', 37.4900016784668, 0), ('TXT', 37.4900016784668, 0), ('UAL', 46.0099983215332, 0), ('VRSN', 55.7400016784668, 0), ('VRTX', 90.87999725341797, 0), ('VRTX', 90.87999725341797, 0), ('WMB', 57.790000915527344, 0)]"
2014-08-18,"[('AAL', 39.849998474121094, 0), ('ABMD', 24.889999389648438, 0), ('ABMD', 24.889999389648438, 0), ('AES', 15.020000457763672, 0), ('AKAM', 60.41999816894531, 0), ('BBY', 31.200000762939453, 0), ('BBY', 31.200000762939453, 0), ('BKNG', 1277.5, 0), ('DD', 75.58985900878906, 0), ('EQIX', 222.8000030517578, 0), ('EXPE', 87.23999786376953, 0), ('F', 17.170000076293945, 0), ('FITB', 20.31999969482422, 0), ('GLW', 20.540000915527344, 0), ('GLW', 20.540000915527344, 0), ('ILMN', 172.0, 0), ('INCY', 50.650001525878906, 0), ('IP', 44.621212005615234, 0), ('LVS', 69.20999908447266, 0), ('MGM', 25.079999923706055, 0), ('MGM', 25.079999923706055, 0), ('PHM', 19.09000015258789, 0), ('PHM', 19.09000015258789, 0), ('PWR', 36.20000076293945, 0), ('SBAC', 108.58999633789062, 0), ('TXT', 38.849998474121094, 0), ('TXT', 38.849998474121094, 0), ('UAL', 48.459999084472656, 0), ('VRSN', 56.29999923706055, 0), ('VRTX', 90.22000122070312, 0), ('VRTX', 90.22000122070312, 0), ('WMB', 58.5099983215332, 0)]"
2014-08-25,"[('AAL', 38.880001068115234, 0), ('ABMD', 26.049999237060547, 0), ('ABMD', 26.049999237060547, 0), ('AES', 15.180000305175781, 0), ('AKAM', 60.41999816894531, 0), ('BBY', 31.889999389648438, 0), ('BBY', 31.889999389648438, 0), ('BKNG', 1244.31005859375, 0), ('DD', 76.21609497070312, 0), ('EQIX', 218.25999450683594, 0), ('EXPE', 85.9000015258789, 0), ('F', 17.40999984741211, 0), ('FITB', 20.40999984741211, 0), ('GLW', 20.860000610351562, 0), ('GLW', 20.860000610351562, 0), ('ILMN', 179.36000061035156, 0), ('INCY', 54.20000076293945, 0), ('IP', 45.88068389892578, 0), ('LVS', 66.51000213623047, 0), ('MGM', 24.469999313354492, 0), ('MGM', 24.469999313354492, 0), ('PHM', 19.219999313354492, 0), ('PHM', 19.219999313354492, 0), ('PWR', 36.34000015258789, 0), ('SBAC', 110.29000091552734, 0), ('TXT', 38.0, 0), ('TXT', 38.0, 0), ('UAL', 47.61000061035156, 0), ('VRSN', 57.08000183105469, 0), ('VRTX', 93.56999969482422, 0), ('VRTX', 93.56999969482422, 0), ('WMB', 59.439998626708984, 0)]"
2014-09-01,"[('AAL', 37.849998474121094, 0), ('ABMD', 24.969999313354492, 0), ('ABMD', 24.969999313354492, 0), ('AES', 14.890000343322754, 0), ('AKAM', 61.540000915527344, 0), ('BBY', 32.38999938964844, 0), ('BBY', 32.38999938964844, 0), ('BKNG', 1195.02001953125, 0), ('DD', 77.99517822265625, 0), ('EQIX', 219.32000732421875, 0), ('EXPE', 87.86000061035156, 0), ('F', 17.139999389648438, 0), ('FITB', 20.3700008392334, 0), ('GLW', 21.290000915527344, 0), ('GLW', 21.290000915527344, 0), ('ILMN', 178.75, 0), ('INCY', 51.83000183105469, 0), ('IP', 46.685604095458984, 0), ('LVS', 62.81999969482422, 0), ('MGM', 24.18000030517578, 0), ('MGM', 24.18000030517578, 0), ('PHM', 18.530000686645508, 0), ('PHM', 18.530000686645508, 0), ('PWR', 37.029998779296875, 0), ('SBAC', 112.95999908447266, 0), ('TXT', 38.34000015258789, 0), ('TXT', 38.34000015258789, 0), ('UAL', 50.72999954223633, 0), ('VRSN', 57.22999954223633, 0), ('VRTX', 95.04000091552734, 0), ('VRTX', 95.04000091552734, 0), ('WMB', 59.130001068115234, 0)]"
2014-09-08,"[('AAL', 37.650001525878906, 0), ('ABMD', 25.1299991607666, 0), ('ABMD', 25.1299991607666, 0), ('AES', 14.40999984741211, 0), ('AKAM', 62.470001220703125, 0), ('BBY', 33.619998931884766, 0), ('BBY', 33.619998931884766, 0), ('BKNG', 1163.93994140625, 0), ('DD', 74.96361541748047, 0), ('ENPH', 16.790000915527344, 0), ('EQIX', 216.72999572753906, 0), ('EXPE', 86.55000305175781, 0), ('F', 16.59000015258789, 0), ('FITB', 20.649999618530273, 0), ('GLW', 20.729999542236328, 0), ('GLW', 20.729999542236328, 0), ('ILMN', 172.75, 0), ('INCY', 48.720001220703125, 0), ('IP', 47.149620056152344, 0), ('LVS', 63.20000076293945, 0), ('MGM', 23.770000457763672, 0), ('MGM', 23.770000457763672, 0), ('PHM', 18.780000686645508, 0), ('PHM', 18.780000686645508, 0), ('PWR', 36.540000915527344, 0), ('SBAC', 112.2300033569336, 0), ('TXT', 36.459999084472656, 0), ('TXT', 36.459999084472656, 0), ('UAL', 50.40999984741211, 0), ('VRSN', 56.150001525878906, 0), ('VRTX', 92.98999786376953, 0), ('VRTX', 92.98999786376953, 0), ('WMB', 56.20000076293945, 0)]"
